KEY_CODE;lat;lon
2424000020;41.30319878;141.2893219
2424000030;41.32047163;141.3254547
2426002008;41.32556514;140.8201447
2424000010;41.33292041;141.2568665
2424000040;41.34583652;141.3639984
2424000070;41.35210615;141.4216766
2426002007;41.36388604;140.8342438
2424000050;41.37943363;141.4128265
2426001010;41.39289149;140.8900604
2426001006;41.39526053;140.8394623
2424000060;41.4031675;141.4471741
2426001004;41.40633747;140.8609619
2426001005;41.41458839;140.8486481
2426001002;41.42562683;140.8618622
2426001001;41.4344971;140.8729248
2426001003;41.45231813;140.8843231
2425002000;41.4535987;141.006424
2425003007;41.45769124;141.1081085
2425003000;41.45991862;141.0728912
2425003008;41.46102795;141.1111603
2425003006;41.4624044;141.104248
2425003005;41.46327252;141.1014404
2425003004;41.46405628;141.0935211
2425003009;41.46411033;141.0982361
2425003002;41.46622794;141.0896454
2425003010;41.46668753;141.0922089
2425003005;41.46689616;141.0984955
2425003003;41.46721956;141.0934753
2423000020;41.46758887;140.9291077
2425003001;41.47265629;141.0746307
2425002007;41.47531626;141.0069122
2425002009;41.47798244;141.0195923
2425002010;41.47861989;141.042099
2425002008;41.47862733;141.0330048
2425002003;41.48031142;140.9842682
2425002011;41.48106756;141.0266266
2425002005;41.48107494;140.9922028
2425002006;41.48426831;140.9975281
2425002004;41.48746182;140.990387
2425002001;41.48806001;140.9819946
2425002002;41.49223069;140.9885864
2425001007;41.49424351;140.9726715
2425001000;41.49618932;140.9571075
2425001006;41.49842103;140.9707642
2425001003;41.50088856;140.9680939
2425001005;41.50097832;140.964798
2425001004;41.50277387;140.9623413
2425001002;41.50670735;140.957962
2425001001;41.51785605;140.9493866
2423000010;41.52578949;140.9188385
2423000010;41.55416861;140.9115753
5349000130;139.9574902;40.41190396
5349000140;139.9662677;40.4051555
5349000150;139.9686197;40.40384579
5349000160;139.9722098;40.40345233
5349000170;139.9722733;40.40078165
5349000180;139.9782074;40.39877998
5349000190;139.9813983;40.39820908
5349000280;139.9822458;40.41649428
5349000010;139.9900073;40.38516497
5349000020;140.0015136;40.38083291
5349000030;140.0048644;40.37863494
5349000040;140.0048851;40.37642699
5349000050;140.0115888;40.37765619
5349000060;140.0128365;40.37616695
5349000070;140.0151316;40.37465763
5349000100;140.0158895;40.36757149
5349000080;140.0163915;40.37235428
5349000110;140.0192677;40.36453718
5349000090;140.020279;40.36987404
5349000120;140.0233367;40.36037281
5349000320;140.025679;40.27307072
5349000200;140.0260954;40.35266572
5349000210;140.0272374;40.3483717
5349000240;140.0281653;40.33803555
5349000220;140.0283368;40.34414808
5349000250;140.0287147;40.33217394
5349000270;140.0294115;40.3269849
5349000260;140.0312002;40.33404196
5349000230;140.0339696;40.34879559
5349000310;140.0391259;40.28360721
5349000330;140.0470365;40.29052109
5349000300;140.0477976;40.30091636
5349000340;140.0523702;40.31871527
5349000290;140.0544167;40.40473572
5349000380;140.0559181;40.27485719
5349000370;140.0618064;40.28831347
5349000390;140.0715976;40.2688494
5349000400;140.079632;40.26282747
5349000360;140.0940585;40.26820855
5349000350;140.1053995;40.29147409
5349000300;140.1130831;40.35915086
5463000240;140.2660178;39.20811538
5463000260;140.3071831;39.1762428
5463000250;140.3109768;39.23507975
5463000270;140.3205187;39.15144947
5463000280;140.325562;39.1190016
5463000230;140.3272048;39.20293808
5463000190;140.3673691;39.23987721
5463000180;140.3686074;39.23048126
5463000210;140.3686167;39.13733629
5463000160;140.3721577;39.21540891
5463000220;140.3777816;39.19249025
5463000170;140.3825892;39.22225387
5463000200;140.385068;39.23315088
5463000030;140.3896352;39.16525131
5463000020;140.4031626;39.15981319
5463000140;140.4037528;39.24419094
5463000010;140.4049016;39.19645715
5463000120;140.4059158;39.22057006
5463000040;140.4091756;39.18815871
5463000130;140.4139323;39.24004385
5463000110;140.4166742;39.20937469
5463000050;140.4200118;39.16813596
5463000150;140.4207794;39.22460005
5463000060;140.4284256;39.20193108
5463000290;140.4353613;39.19450966
5463000090;140.435365;39.17951119
5463000100;140.4354301;39.21462583
5463000070;140.4442182;39.18754406
5463000080;140.4465023;39.17018241
3381000030;140.9766742;39.16139303
3381000010;141.0192839;39.20650735
3381000020;141.0307338;39.16990709
3381000040;141.0525792;39.23677118
3381000050;141.1132866;39.21797987
3461000150;141.7717002;39.45936568
3461000100;141.8229888;39.38150701
3485000010;141.8666938;40.00259512
3461000012;141.8719823;39.39712075
3461001102;141.8859623;39.37450254
3461000140;141.8879987;39.35886786
3461001101;141.8898656;39.37033452
3461000110;141.8970683;39.35893631
3461000130;141.9005175;39.35489947
3461000120;141.9019702;39.35810178
3461000020;141.9029884;39.36123974
3461000030;141.9062216;39.36176452
3461000080;141.9069934;39.35884273
3461000090;141.9069988;39.3562605
3461004001;141.9112223;39.36090055
3461000050;141.912851;39.35813178
3461000060;141.9153944;39.35580183
3461004002;141.9167747;39.35986937
3461004003;141.9213545;39.35666023
3461017204;141.9260831;39.36937507
3461017201;141.926614;39.39075654
3461007001;141.9289169;39.35398469
3461007002;141.9343601;39.35459396
3461017104;141.935294;39.37229267
3461007003;141.9380152;39.35103142
3461017202;141.9387587;39.35840194
3461017102;141.9389006;39.36898251
3461017204;141.9396648;39.3765852
3461017101;141.9415879;39.3682881
3461017103;141.9527258;39.36724
3461017203;141.9551472;39.3719147
