KEY_CODE;lat;lon
3301003002;39.56027703;140.9009705
3301003003;39.57224408;140.9417877
3301003004;39.60362439;140.9305725
3301003006;39.6078567;140.9642181
3301002015;39.61263657;141.0241241
3301000040;39.61312126;140.885849
3301003005;39.61486219;140.9463654
3301002010;39.61793146;140.9796295
3301002014;39.62415816;140.9923248
3301002006;39.63421957;140.9736023
3301003001;39.63668287;140.9392548
3301002007;39.64226813;140.9585419
3301007005;39.6433798;140.8433685
3301003007;39.64540282;140.9466553
3301002001;39.64668655;140.9409027
3301002008;39.6507969;140.9290314
3301002009;39.65404431;140.9659729
3301007008;39.65756489;140.9073029
3301002013;39.6582955;140.9987335
3301002012;39.67240409;140.9662476
3301002011;39.67256795;140.9834747
3301007012;39.6742975;140.9546661
3301007007;39.67504448;140.9172211
3301001015;39.68034769;140.9892426
3301007006;39.68074111;140.925354
3301010016;39.68132466;141.004776
3301007011;39.68313564;140.9564514
3301001014;39.68563503;140.9755859
3301007009;39.68570452;140.9392395
3301010017;39.68731934;140.99823
3301007003;39.68735791;140.8687439
3301007010;39.68833167;140.9463348
3301001013;39.68999791;140.9837036
3301001024;39.69093407;140.9946899
3301001011;39.69126618;140.9769135
3301001008;39.69256348;140.9732056
3301006014;39.69262563;140.9370117
3301001003;39.69282193;140.9624023
3301001006;39.69296212;140.9692993
3301006022;39.69365734;140.9525909
3301006013;39.69442087;140.9455261
3301001004;39.69456001;140.9676208
3301001012;39.69487982;140.9859467
3301001010;39.69509405;140.9810638
3301001001;39.69614953;140.9598083
3301001009;39.69666192;140.9770813
3301001025;39.69684145;141.0134125
3301008021;39.69685171;140.9571838
3301001007;39.69729053;140.9741974
3301006015;39.69817603;140.92836
3301008023;39.69825194;140.9570313
3301001021;39.69826991;141.0106049
3301001005;39.69860776;140.9681549
3301001002;39.69924082;140.9603577
3301006021;39.6999515;140.9488831
3301008022;39.70004429;140.9574585
3301001016;39.70296533;140.9660797
3301001022;39.70297889;141.0250702
3301001017;39.70350864;140.9842377
3301008020;39.70387881;140.9763336
3301006020;39.704276;140.9473419
3301007017;39.70445161;140.9046783
3301006019;39.70463109;140.9406433
3301001026;39.70551526;140.96138
3301005002;39.70568766;140.889389
3301008019;39.70693307;140.9673157
3301006016;39.70828092;140.927124
3301008009;39.71006348;140.9616852
3301001020;39.71033996;141.0028992
3301006023;39.7106611;140.9421387
3301001018;39.71494356;140.9902496
3301008008;39.71903698;140.9685822
3301009015;39.72038622;140.9492035
3301001019;39.72244067;140.9842224
3301006018;39.72320169;140.9276123
3301006017;39.72585856;140.9035645
3301007004;39.72643214;140.8909302
3301008007;39.72773094;140.9707947
3301009012;39.73148249;140.9376373
3301008006;39.73406787;140.9720764
3301001027;39.73458722;140.9857635
3301005001;39.73577816;140.8392944
3301009014;39.73732428;140.9550934
3301009011;39.74047994;140.9230042
3301001023;39.7448459;141.0061798
3301008005;39.74618175;140.9788055
3301008004;39.75123828;140.9669189
3301009013;39.7532093;140.9554138
3301009010;39.76340162;140.9049683
3301008003;39.77757523;140.9582367
3301008002;39.78202238;140.988266
3301009016;39.78876648;140.9147797
3301008001;39.81465462;140.9802551
3301009018;39.82687558;140.8312683
3301008017;39.82851333;140.9524689
3301008018;39.84711372;140.867218
2443000090;40.26637492;141.0113068
5303004006;40.28972815;140.7598267
2443000060;40.29124567;141.0599823
5303004005;40.29195115;140.7670746
2443000070;40.29394307;141.0391846
2443000050;40.29594925;141.0848236
2443000080;40.29617916;141.0122223
5303003002;40.29648505;140.7363586
5303004004;40.29919081;140.7680054
5303004007;40.29972261;140.7536469
2443000040;40.30170287;141.1036377
5303004003;40.3019278;140.7630157
5303003001;40.30307994;140.747467
5303004002;40.30676287;140.7573242
5303001024;40.30799741;140.7465363
2443000030;40.31061475;141.1356812
5303001021;40.31105595;140.7467804
5303001022;40.31234039;140.7445221
5303005004;40.3126044;140.7684631
5303005005;40.31283464;140.761322
5303001020;40.31315354;140.7473297
5303001019;40.31324816;140.7504425
5303001023;40.31350497;140.7398987
5303001017;40.31838808;140.7441864
5303001016;40.31968418;140.7382507
5303001018;40.32107288;140.7515717
5303001013;40.3213877;140.743927
5303002025;40.32261707;140.7453003
5303001015;40.32280825;140.738739
5303002026;40.3234767;140.7439117
5303001014;40.32423615;140.7437134
5303001012;40.32492219;140.7428894
5303002024;40.32516434;140.7507935
5303001011;40.32573198;140.7400665
2443000020;40.32616852;141.0854797
5303002016;40.32619701;140.7451935
5303001010;40.32621614;140.7366028
5303005003;40.32743427;140.7807159
5303001009;40.32752793;140.7423859
5303002017;40.32773791;140.7463226
5303001025;40.32790556;140.722641
5303002015;40.32834079;140.7434387
5303002012;40.32862207;140.7394104
5303005001;40.32884233;140.7656403
5303002023;40.32900194;140.7511902
5303001008;40.32903687;140.7358856
5303002011;40.32971085;140.7393036
5303002013;40.33008147;140.7409515
5303002014;40.33027756;140.7427979
5303001006;40.33041743;140.737854
5303001007;40.33045911;140.7362366
5303002019;40.33065668;140.7511139
5303002018;40.33086226;140.74823
5303001005;40.33107162;140.7386932
5303002020;40.33120097;140.7541351
5303002010;40.3315994;140.7398682
5303002022;40.33161611;140.7599335
5303002021;40.3321181;140.7565918
5303002009;40.33264519;140.7412415
5303002008;40.33281435;140.7386932
5303001004;40.33286181;140.7363281
5303002003;40.3333569;140.7414703
5303002007;40.3335488;140.7386169
5303001003;40.33379332;140.7347412
5303002004;40.33403339;140.7391205
5303002006;40.3341603;140.7380219
5303002005;40.33491867;140.7367401
5303002002;40.33597838;140.7381592
5303002001;40.33641917;140.7359924
5303001001;40.33712346;140.7327271
5303001002;40.33797031;140.7342987
5303002027;40.33835062;140.7407074
5303005002;40.34344557;140.7843933
5303002028;40.34783014;140.7410736
2443000010;40.34796487;141.0619659
5303001036;40.34970119;140.7246246
5303001037;40.35206971;140.7355804
5303005006;40.35506484;140.7787781
5303002029;40.35912357;140.761322
5303001035;40.36764045;140.7474365
5303001033;40.36779678;140.7287445
5303001034;40.37383389;140.7447968
5303001038;40.37554867;140.7864838
5303001028;40.38112997;140.7302399
5303001029;40.38677399;140.7446747
5303001027;40.38768005;140.714325
5303001032;40.38920969;140.7491455
5303001031;40.39021775;140.7493134
5303001030;40.39074666;140.746521
5303001039;40.40695158;140.758728
5303006002;40.4187035;140.8790436
2450000020;40.4320754;141.1773682
2450000010;40.45169166;141.0873718
5303006001;40.46767518;140.8432922
2402001000;40.69178187;141.0889893
2402001001;40.75693135;141.1798553
2402001001;40.75735279;141.0582428
2402001000;40.76267364;141.1674652
2406003050;40.98833684;141.2501221
2406003048;41.00330519;141.2480011
2406003049;41.00372106;141.2875671
2406003047;41.01662237;141.2523041
2406003046;41.01896664;141.252182
2406003042;41.02797539;141.2776947
2406003045;41.03958955;141.2520599
2406003044;41.04180432;141.2653046
2406003043;41.04446782;141.2581482
2406003040;41.05288198;141.2514648
2406003041;41.05335578;141.2694855
2406002039;41.05931748;141.2575684
2406002037;41.06222193;141.251236
2406002038;41.06272953;141.2590332
2406002036;41.06695224;141.2671356
2406002035;41.06889843;141.2602539
2406002026;41.07812339;141.2451019
2406002025;41.07976335;141.2514801
2406000040;41.08026752;141.3121796
2406002024;41.08062601;141.2436981
2406002033;41.08145636;141.2612762
2406002023;41.08352164;141.2497253
2406002034;41.08354068;141.2554626
2406002020;41.08388478;141.2448578
2406002022;41.08395335;141.2464142
2406002033;41.08531622;141.255661
2406002021;41.08684175;141.249527
2406002030;41.08731532;141.2803497
2406002020;41.08788799;141.2470093
2406002031;41.08871183;141.2575989
2406002032;41.08882835;141.2537384
2406002019;41.09094945;141.2494812
2406002028;41.09143393;141.2570038
2406002027;41.0918217;141.2522888
2406002029;41.09216941;141.2621765
2406001018;41.09911657;141.2715759
2406001017;41.10280235;141.2514191
2406001016;41.10820698;141.2516785
2406001015;41.10823261;141.270874
2406001014;41.11222111;141.2749023
2406001012;41.11779483;141.2931519
2406001013;41.12045219;141.265274
2406001011;41.12181274;141.2773895
2406001010;41.1256473;141.2707825
2406001009;41.12823097;141.2712555
2406001008;41.12852146;141.2759094
2406001003;41.12861192;141.283783
2406001004;41.13053673;141.2941895
2406001006;41.13115655;141.2789917
2406001005;41.13159099;141.276062
2406001007;41.13163823;141.270874
2406001002;41.1397134;141.2767792
2406001001;41.14349548;141.2935333
2424000120;41.15342608;141.3570251
2424000110;41.22237291;141.364975
2424000100;41.26813202;141.2795105
2424000090;41.2717679;141.3457794
2426002010;41.28415397;140.8261871
2426002009;41.29063202;140.808136
2424000080;41.29087239;141.3968353
