lat,lon,wealthindex
-17.0186176300049,47.2479095458984,-0.528418219089508
-16.1186180114746,48.2979125976563,-0.511225515604019
-16.6686172485352,45.7479095458984,-0.523711317777634
-16.0686168670654,47.6979103088379,-0.441632094979286
-15.9186172485352,47.9979095458984,-0.559222024679184
-15.8686170578003,47.7979125976563,-0.432495296001434
-17.1686172485352,46.5979118347168,-0.477956944704056
-17.1186180114746,47.8479118347168,-0.54763657450676
-16.3686180114746,45.3479118347168,-0.506912511587143
-16.7686176300049,49.0479125976563,-0.456716644763947
-16.7686176300049,48.7979125976563,-0.414105802774429
-16.9186172485352,46.1479110717773,-0.550436621904373
-16.5186176300049,47.7479095458984,-0.491082102060318
-16.1186180114746,46.4979095458984,-0.326623188704252
-16.5686168670654,47.8979110717773,-0.424612474441528
-16.9186172485352,47.5979118347168,-0.452127641439438
-16.1686172485352,47.1479110717773,-0.400673308968544
-16.7186183929443,44.4479103088379,-0.521977782249451
-16.1186180114746,47.0979118347168,-0.643161189556122
-16.4686183929443,45.3979110717773,-0.528676533699036
-16.2686176300049,49.5479125976563,-0.556128293275833
-16.1686172485352,49.2979125976563,-0.580443078279495
-16.8186168670654,48.1979103088379,-0.507477283477783
-15.96861743927,49.1479110717773,-0.540969389677048
-16.1186180114746,46.6979103088379,-0.300945445895195
-16.5186176300049,48.3979110717773,-0.511227256059647
-17.0686168670654,47.4979095458984,-0.404078185558319
-16.0686168670654,48.3979110717773,-0.477303755283356
-15.9186172485352,46.5979118347168,-0.519369524717331
-16.9686183929443,47.8979110717773,-0.462372189760208
-15.7686176300049,49.0479125976563,-0.459576088190079
-16.1686172485352,45.4979095458984,-0.491813671588898
-16.3686180114746,47.0479125976563,-0.481528383493423
-16.2686176300049,49.3979110717774,-0.548033249378204
-17.1186180114746,47.3979110717773,-0.286235035397112
-16.8186168670654,47.5479125976563,-0.466456484794617
-16.0686168670654,47.3979110717773,-0.409359991550446
-15.9186172485352,47.2979125976562,-0.477279591560364
-16.5186176300049,44.5479125976563,-0.473085671663284
-16.0186176300049,49.1979103088379,-0.556776756048203
-15.9186172485352,46.1979103088379,-0.524232804775238
-16.5686168670654,47.7479095458984,-0.515852034091949
-16.6686172485352,44.8479118347168,-0.478722584247589
-16.4186172485352,46.4479103088379,-0.503487873077393
-17.1686172485352,45.6479110717774,-0.589227283000946
-16.0186176300049,48.0479125976563,-0.572174781560898
-16.5186176300049,45.5479125976563,-0.470730710029602
-16.7186183929443,49.4479103088379,-0.481676441431046
-16.6686172485352,47.0479125976563,-0.32316338121891
-17.1686172485352,48.5479125976562,-0.47518048286438
-16.6186180114746,46.5979118347168,-0.473273152112961
-16.8186168670654,44.6479110717773,-0.500366717576981
-16.5186176300049,45.5979118347168,-0.484082067012787
-16.2186183929443,49.2479095458984,-0.528509372472763
-16.1186180114746,48.8479118347168,-0.50300754904747
-17.1686172485352,46.7979125976563,-0.505147717893124
-15.8686170578003,48.3479118347168,-0.534901070594788
-16.8186168670654,45.4479103088379,-0.247750827670097
-16.1186180114746,47.2979125976562,-0.453145185112953
-16.9686183929443,44.5479125976563,-0.513935875892639
-16.5186176300049,45.7479095458984,-0.484781259298325
-16.0686168670654,47.8979110717773,-0.514921748638153
-15.8186178207397,47.8479118347168,-0.486601364612579
-15.8686170578003,49.0479125976563,-0.535913133621216
-16.3686180114746,48.5979118347168,-0.434959548711777
-16.2186183929443,47.7479095458984,-0.524364173412323
-17.2186183929443,47.2979125976562,-0.487486356496811
-16.4186172485352,48.6979103088379,-0.427743273973465
-16.0186176300049,45.6479110717774,-0.464128172397613
-16.0686168670654,45.3979110717773,-0.431358623504639
-15.96861743927,46.5979118347168,-0.553155076503754
-16.6686172485352,46.0979118347168,-0.462512665987015
-16.0186176300049,49.6479110717773,-0.362282580137253
-16.3186168670654,45.3479118347168,-0.50457581281662
-16.5686168670654,47.0979118347168,-0.43610505759716
-16.2686176300049,46.6479110717773,-0.521051925420761
-16.0186176300049,49.0979118347168,-0.524881762266159
-17.1186180114746,48.7479095458984,-0.403619650006294
-17.0686168670654,45.2979125976563,-0.4136559009552
-16.8686180114746,47.2979125976562,-0.533408278226852
-16.7186183929443,47.7979125976563,-0.42966912984848
-16.2686176300049,49.2479095458984,-0.442186611890793
-16.2686176300049,49.0979118347168,-0.493105709552765
-16.8686180114746,46.4479103088379,-0.55304502248764
-16.1686172485352,45.4479103088379,-0.446712821722031
-17.0686168670654,48.7479095458984,-0.445887351036072
-17.0686168670654,45.8979110717773,-0.561996465921402
-16.7686176300049,45.3979110717773,-0.481793826818466
-16.4686183929443,47.2479095458984,0.143711640685797
-16.9686183929443,44.2479095458984,-0.298628425598144
-16.9186172485352,48.7979125976563,-0.402681681513786
-16.4186172485352,49.0479125976563,-0.62116659283638
-16.8686180114746,44.8479118347168,-0.412623980641365
-16.6186180114746,49.6979103088379,-0.426341944932938
-15.96861743927,47.3479118347168,-0.482472062110901
-17.0686168670654,46.0479125976562,-0.446055346727371
-16.5186176300049,48.0479125976563,-0.311131945252418
-16.8186168670654,49.7479095458984,0.154395677149296
-17.1686172485352,46.6979103088379,-0.588722389936447
-16.5186176300049,49.2479095458984,-0.559709274768829
-17.1686172485352,45.5479125976563,-0.526579350233078
-17.1186180114746,46.4979095458984,-0.248776359856129
-16.9686183929443,44.7479095458984,-0.534930086135864
-17.0686168670654,44.5979118347168,-0.533836644887924
-16.3186168670654,44.4479103088379,0.470205202698708
-17.0186176300049,47.1979103088379,-0.458116185665131
-15.96861743927,46.1979103088379,-0.523043495416641
-16.6186180114746,46.5479125976563,-0.527813398838043
-16.8186168670654,44.3479118347168,-0.241173163056374
-17.1186180114746,44.2979125976563,-0.488588613271713
-16.4686183929443,46.2479095458984,-0.527229702472687
-16.5686168670654,46.3479118347168,-0.415077072381973
-15.9186172485352,50.2479095458984,-0.220925348624587
-16.5686168670654,48.8479118347168,-0.553506731987
-16.4686183929443,44.6979103088379,-0.496663892269135
-16.3686180114746,45.9479103088379,-0.437731200456619
-16.6186180114746,44.4479103088379,-0.323121954500675
-16.9186172485352,44.6979103088379,-0.546686345338821
-16.2186183929443,49.3479118347168,-0.538976037502289
-16.6686172485352,47.6979103088379,-0.517066806554794
-16.7186183929443,46.6979103088379,-0.511347025632858
-17.0686168670654,45.0479125976563,-0.575859636068344
-16.6686172485352,45.3479118347168,-0.498498558998108
-16.8686180114746,45.9979095458984,-0.594135582447052
-15.9186172485352,49.4479103088379,-0.415342134237289
-16.5686168670654,48.0479125976563,-0.453942334651947
