lat,lon,wealthindex
-21.3686180114746,48.2979125976563,-0.442047482728958
-21.3686180114746,48.3479118347168,-0.349210923910141
-21.4186172485352,43.4979095458984,-0.460417062044144
-21.4186172485352,43.5479125976562,-0.338854202628136
-21.4186172485352,43.5979118347168,-0.450907707214356
-21.4186172485352,43.6479110717773,-0.300668089650571
-21.4186172485352,43.6979103088379,-0.44890022277832
-21.4186172485352,43.7479095458984,-0.483780628442764
-21.4186172485352,43.7979125976563,-0.656628048419952
-21.4186172485352,43.8479118347168,-0.718300342559814
-21.4186172485352,43.8979110717773,-0.68892959356308
-21.4186172485352,43.9479103088379,-0.62432324886322
-21.4186172485352,43.9979095458984,-0.53749788403511
-21.4186172485352,44.0479125976563,-0.482945919036865
-21.4186172485352,44.0979118347168,-0.460637122392654
-21.4186172485352,44.1479110717773,-0.362586925178766
-21.4186172485352,44.1979103088379,-0.355505894124508
-21.4186172485352,44.2479095458984,0.187033255398273
-21.4186172485352,44.2979125976563,-0.277894479036331
-21.4186172485352,44.3479118347168,0.043649309873581
-21.4186172485352,44.3979110717774,-0.465400409698486
-21.4186172485352,44.4479103088379,-0.46478665471077
-21.4186172485352,44.4979095458984,-0.444653660058975
-21.4186172485352,44.5479125976563,-0.424911224842072
-21.4186172485352,44.5979118347168,-0.479215091466904
-21.4186172485352,44.6479110717773,-0.423556256294251
-21.4186172485352,44.6979103088379,-0.437223160266876
-21.4186172485352,44.7479095458984,-0.462796324491501
-21.4186172485352,44.7979125976562,-0.310857287049293
-21.4186172485352,44.8479118347168,-0.332481178641319
-21.4186172485352,44.8979110717773,-0.341941118240356
-21.4186172485352,44.9479103088379,-0.366261953115463
-21.4186172485352,44.9979095458984,-0.246840693056583
-21.4186172485352,45.0479125976563,-0.272545640170574
-21.4186172485352,45.0979118347168,0.042858538031578
-21.4186172485352,45.1479110717773,-0.322531074285507
-21.4186172485352,45.1979103088379,-0.423392748832703
-21.4186172485352,45.2479095458984,-0.485440713167191
-21.4186172485352,45.2979125976563,-0.469476073980331
-21.4186172485352,45.3479118347168,-0.384009483456612
-21.4186172485352,45.3979110717773,0.040238717570901
-21.4186172485352,45.4479103088379,-0.390916058421135
-21.4186172485352,45.4979095458984,-0.402151530981064
-21.4186172485352,45.5479125976563,-0.49635443687439
-21.4186172485352,45.5979118347168,-0.355546569824219
-21.4186172485352,45.6479110717774,-0.319304174184799
-21.4186172485352,45.6979103088379,-0.446173995733261
-21.4186172485352,45.7479095458984,-0.503974586725235
-21.4186172485352,45.7979125976563,-0.343353050947189
-21.4186172485352,45.8479118347168,-0.246598440408707
-22.0686168670654,47.7479095458984,-0.724643754959106
-22.0686168670654,47.7979125976563,-0.710696017742157
-22.0686168670654,47.8479118347168,-0.658926272392273
-22.0686168670654,47.8979110717773,-0.582683372497559
-22.0686168670654,47.9479103088379,-0.49545156955719
-22.0686168670654,47.9979095458984,-0.411623388528824
-22.0686168670654,48.0479125976563,-0.038334590569139
-22.1186180114746,43.2479095458984,-0.25856950879097
-22.1186180114746,43.2979125976563,-0.412258882820606
-22.1186180114746,43.3479118347168,0.458086061477661
-22.1186180114746,43.3979110717773,-0.037299927696586
-22.1186180114746,43.4479103088379,-0.476676905155182
-22.1186180114746,43.4979095458984,0.506205670535564
-22.1186180114746,43.5479125976562,0.073919919505715
-22.1186180114746,43.5979118347168,-0.223220317065716
-22.1186180114746,43.6479110717773,-0.504788649082184
-22.1186180114746,43.6979103088379,-0.456483209133148
-22.1186180114746,43.7479095458984,-0.531602156162262
-22.1186180114746,43.7979125976563,-0.56649689078331
-22.1186180114746,43.8479118347168,-0.507995098829269
-22.1186180114746,43.8979110717773,-0.054271952807903
-22.1186180114746,43.9479103088379,-0.32330741584301
-22.1186180114746,43.9979095458984,-0.590534818172455
-22.1186180114746,44.0479125976563,-0.486109620332718
-22.1186180114746,44.0979118347168,-0.447254997491837
-22.1186180114746,44.1479110717773,-0.366889426112175
-22.1186180114746,44.1979103088379,-0.617808312177658
-22.1186180114746,44.2479095458984,-0.315154418349266
-22.1186180114746,44.2979125976563,-0.395415675640106
-22.1186180114746,44.3479118347168,-0.522372555732727
-22.1186180114746,44.3979110717774,-0.371742990612984
-22.1186180114746,44.4479103088379,-0.447170615196228
-22.1186180114746,44.4979095458984,-0.528709155321121
-22.1186180114746,44.5479125976563,-0.420007771253586
-22.1186180114746,44.5979118347168,-0.443138110637665
-22.1186180114746,44.6479110717773,-0.350421658158302
-22.1186180114746,44.6979103088379,-0.387766474485397
-22.1186180114746,44.7479095458984,-0.268549881130457
-22.1186180114746,44.7979125976562,-0.421649485826492
-22.1186180114746,44.8479118347168,-0.459912323951721
-22.1186180114746,44.8979110717773,-0.397585111856461
-22.1186180114746,44.9479103088379,-0.368387269973755
-22.1186180114746,44.9979095458984,-0.32816963493824
-22.1186180114746,45.0479125976563,-0.079619719088078
-22.1186180114746,45.0979118347168,-0.440386193990707
-22.1186180114746,45.1479110717773,-0.325950163602829
-22.1186180114746,45.1979103088379,-0.258711235225201
-22.1186180114746,45.2479095458984,-0.428579890727997
-22.1186180114746,45.2979125976563,-0.485929828882217
-22.1186180114746,45.3479118347168,-0.15022587031126
-18.0186176300049,44.8479118347168,-0.148473992943764
-18.0186176300049,44.8979110717773,-0.39904659986496
-18.0186176300049,44.9479103088379,-0.274109315872192
-18.0186176300049,44.9979095458984,-0.493366581201553
-18.0186176300049,45.0479125976563,-0.523316061496735
-18.0186176300049,45.0979118347168,-0.514691376686096
-18.0186176300049,45.1479110717773,-0.54066613316536
-18.0186176300049,45.1979103088379,-0.330554112792015
-18.0186176300049,45.2479095458984,-0.538287198543549
-18.0186176300049,45.2979125976563,-0.440492671728134
-18.0186176300049,45.3479118347168,-0.50447581410408
-18.0186176300049,45.3979110717773,-0.492892879247665
-18.0186176300049,45.4479103088379,-0.451634347438812
-18.0186176300049,45.4979095458984,-0.5059954226017
-18.0186176300049,45.5479125976563,-0.453203797340393
-18.0186176300049,45.5979118347168,-0.423776745796204
-18.0186176300049,45.6479110717774,-0.563020521402359
-18.0186176300049,45.6979103088379,-0.556625771522522
-18.0186176300049,45.7479095458984,-0.547853916883469
-18.0186176300049,45.7979125976563,-0.515182554721832
-18.0186176300049,45.8479118347168,-0.381724083423614
-18.0186176300049,45.8979110717773,-0.519883191585541
-18.0186176300049,45.9479103088379,-0.460709422826767
-18.0186176300049,45.9979095458984,-0.503584003448486
-18.0186176300049,46.0479125976562,-0.432363146543503
