Country;Year;lat;lon;nb houshold;wealth_index
angola;2015;-13.361193656921387;14.130880355834961;26;-1.0897921
angola;2015;-7.51646089553833;15.699675559997559;26;-0.94737977
angola;2015;-6.021910190582275;15.757820129394531;26;-1.1558936
angola;2015;-14.747983932495117;14.979619026184082;19;1.2346643
angola;2015;-17.033552169799805;14.824684143066406;25;-1.2498082
angola;2015;-9.019286155700684;13.114102363586426;26;1.0378938
angola;2015;-9.536969184875488;17.78868293762207;20;-0.76109964
angola;2015;-17.294477462768555;16.029035568237305;26;-1.0014055
angola;2015;-7.399771213531494;20.82280921936035;16;0.742146
angola;2015;-8.910408020019531;13.26435661315918;26;1.9796988
angola;2015;-9.027421951293945;13.386716842651367;18;1.0735768
angola;2015;-16.18049430847168;15.78588581085205;26;-0.81663275
angola;2015;-7.220066070556641;12.865750312805176;25;0.35613403
angola;2015;-16.75889778137207;15.877737998962402;26;-0.8042274
angola;2015;-6.36395788192749;16.657312393188477;24;-1.1708288
angola;2015;-7.620020866394043;16.177562713623047;26;-1.214926
angola;2015;-7.594098091125488;15.039044380187988;25;0.6087864
angola;2015;-13.042308807373047;14.263358116149902;26;-0.24868518
angola;2015;-5.607513904571533;12.200820922851562;25;0.9120639
angola;2015;-11.970251083374023;14.06347942352295;25;-0.69833195
angola;2015;-11.866695404052734;15.54128646850586;26;-0.6302756
angola;2015;-5.593386173248291;12.206088066101074;21;1.7059335
angola;2015;-8.751703262329102;15.380682945251465;26;0.6427256
angola;2015;-8.804701805114746;13.284991264343262;26;1.6112494
angola;2015;-12.126116752624512;17.611249923706055;26;-1.309817
angola;2015;-9.679306983947754;14.427823066711426;22;1.0624796
angola;2015;-8.54645824432373;15.311491966247559;25;-0.6428413
angola;2015;-11.368861198425293;16.136430740356445;26;-1.0093243
angola;2015;-12.225833892822266;20.37485694885254;26;-1.1541167
angola;2015;-5.563621997833252;12.21022891998291;23;1.3425356
angola;2015;-9.669556617736816;20.367843627929688;21;-0.4987446
angola;2015;-8.806110382080078;13.277665138244629;26;1.6770731
angola;2015;-8.589804649353027;13.640789031982422;23;1.198
angola;2015;-10.956055641174316;14.587492942810059;25;-0.7880734
angola;2015;-16.318796157836914;12.613799095153809;25;-1.3383317
angola;2015;-8.880109786987305;13.385518074035645;24;1.6867499
angola;2015;-15.599006652832031;13.41727066040039;25;-1.2410597
angola;2015;-12.222152709960938;16.64470672607422;26;-0.48912865
angola;2015;-6.069252014160156;15.127256393432617;24;0.2455826
angola;2015;-12.748933792114258;15.683733940124512;25;0.31842086
angola;2015;-8.886009216308594;13.294562339782715;23;0.8474821
angola;2015;-12.75755500793457;15.735795021057129;24;0.24092889
angola;2015;-12.745171546936035;15.76838207244873;21;0.13460636
angola;2015;-9.48482608795166;20.376951217651367;26;-0.89061797
angola;2015;-17.371023178100586;15.890686988830566;22;0.07701314
angola;2015;-15.190237045288086;12.185572624206543;26;0.47193128
angola;2015;-11.668122291564941;14.14769172668457;24;-1.0834582
angola;2015;-11.89030933380127;16.984376907348633;26;-1.0334173
angola;2015;-7.2394609451293945;12.880278587341309;25;0.3867296
angola;2015;-6.126774787902832;12.340730667114258;22;1.3528467
angola;2015;-11.750667572021484;19.654027938842773;25;-0.8337672
angola;2015;-11.653346061706543;20.51876449584961;26;-0.87705535
angola;2015;-15.178038597106934;13.756170272827148;26;-0.6290587
angola;2015;-8.878203392028809;13.228433609008789;16;1.3878754
angola;2015;-14.134700775146484;13.539748191833496;26;-1.0047325
angola;2015;-7.718385219573975;14.122618675231934;21;-0.9936902
angola;2015;-11.030280113220215;17.056840896606445;26;-0.6014915
angola;2015;-6.136622905731201;12.37994384765625;22;0.69606566
angola;2015;-14.668789863586426;17.660465240478516;25;0.11880404
angola;2015;-5.632512092590332;12.175680160522461;25;1.0082599
angola;2015;-8.763538360595703;13.302934646606445;26;1.5605417
angola;2015;-14.94981861114502;13.4732666015625;26;0.727335
angola;2015;-13.166214942932129;15.196274757385254;26;-0.55000144
angola;2015;-16.70912742614746;15.839561462402344;23;-0.7999896
angola;2015;-8.977461814880371;13.157575607299805;22;0.69526017
angola;2015;-7.563906192779541;15.018430709838867;25;-0.68891245
angola;2015;-8.592544555664062;13.654424667358398;19;1.2601187
angola;2015;-15.188462257385254;12.152522087097168;26;1.8187321
angola;2015;-12.371357917785645;13.590601921081543;23;1.5828836
angola;2015;-13.619157791137695;14.687234878540039;26;-0.7904548
angola;2015;-14.908193588256836;13.493841171264648;26;1.5818355
angola;2015;-14.35041618347168;13.190048217773438;26;-1.0846765
angola;2015;-6.031846046447754;14.137271881103516;15;-0.27563113
angola;2015;-6.972607135772705;16.14252281188965;24;-1.0071305
angola;2015;-11.929634094238281;15.808366775512695;26;-0.8753028
angola;2015;-6.342172145843506;16.35016632080078;25;-1.0959177
angola;2015;-8.656837463378906;16.532001495361328;24;0.40037495
angola;2015;-7.7960100173950195;15.235779762268066;24;-0.77459747
angola;2015;-13.436206817626953;18.883575439453125;26;-0.7771598
angola;2015;-9.683938026428223;20.393701553344727;26;-0.40056512
angola;2015;-14.104494094848633;21.425386428833008;26;-0.6416091
angola;2015;-10.81832504272461;14.419114112854004;26;-0.34080324
angola;2015;-9.51810073852539;16.273401260375977;23;0.11861146
angola;2015;-8.918548583984375;13.234823226928711;24;1.5609242
angola;2015;-7.926358222961426;15.041176795959473;26;-0.105879515
angola;2015;-14.328935623168945;14.469405174255371;26;-0.72641474
angola;2015;-16.843320846557617;15.712141036987305;26;-0.99597824
angola;2015;-9.298273086547852;14.931836128234863;24;0.8186434
angola;2015;-10.701804161071777;22.24018669128418;26;-0.5182221
angola;2015;-10.871484756469727;14.687334060668945;26;-0.69426936
angola;2015;-7.688140869140625;21.360870361328125;17;-0.20215969
angola;2015;-17.997039794921875;21.432266235351562;26;0.9987448
angola;2015;-13.256458282470703;15.614283561706543;23;-0.6333375
angola;2015;-13.980613708496094;13.098154067993164;26;-1.2608103
angola;2015;-16.32772445678711;22.03255271911621;25;-0.30482557
angola;2015;-12.411371231079102;16.92551040649414;24;0.94990987
angola;2015;-8.883879661560059;13.30657958984375;14;1.2636882
angola;2015;-9.669309616088867;14.471414566040039;24;0.83142376
angola;2015;-17.17519760131836;15.109984397888184;26;-1.1219666
angola;2015;-11.52513599395752;20.72309112548828;25;-0.6315974
angola;2015;-8.652259826660156;13.51785945892334;26;1.1271435
angola;2015;-15.678227424621582;15.788915634155273;23;0.023764662
angola;2015;-14.70527172088623;18.677122116088867;26;-0.8959242
angola;2015;-17.048349380493164;15.440339088439941;26;-0.98909163
angola;2015;-11.270709037780762;16.693281173706055;26;-0.97030133
angola;2015;-7.852510929107666;13.72199821472168;22;-0.45542917
angola;2015;-14.927053451538086;13.508683204650879;25;1.0443017
angola;2015;-9.685911178588867;14.441512107849121;25;1.0737858
angola;2015;-7.2276129722595215;15.793234825134277;24;-0.83257884
angola;2015;-13.179137229919434;13.878190994262695;26;-0.86190945
angola;2015;-8.630636215209961;14.924762725830078;26;-1.115451
angola;2015;-16.43196678161621;14.799341201782227;25;-1.2131591
angola;2015;-8.905893325805664;13.211566925048828;25;0.17044888
angola;2015;-13.550178527832031;16.014596939086914;22;-0.2549296
angola;2015;-9.834118843078613;14.826708793640137;26;-0.7295628
angola;2015;-15.191882133483887;12.154841423034668;26;1.0768172
angola;2015;-15.217429161071777;12.131375312805176;25;0.91149634
angola;2015;-8.748448371887207;15.825732231140137;26;-1.2587337
angola;2015;-17.002460479736328;16.22490119934082;26;-1.1500777
angola;2015;-11.899667739868164;22.913230895996094;18;-0.44815046
angola;2015;-8.679250717163086;13.444546699523926;26;1.4361594
angola;2015;-8.702281951904297;13.449152946472168;26;2.0450242
angola;2015;-12.100308418273926;15.252123832702637;26;-0.842149
angola;2015;-8.846010208129883;13.232315063476562;22;2.0416458
angola;2015;-14.655839920043945;17.760534286499023;26;-0.8238195
angola;2015;-7.601551055908203;15.208600997924805;26;-0.7658933
angola;2015;-12.401091575622559;13.57718563079834;25;0.79425216
angola;2015;-9.556523323059082;16.342302322387695;24;0.7084878
angola;2015;-9.335638999938965;14.930197715759277;26;-0.7555727
angola;2015;-11.13352108001709;14.920620918273926;25;-0.71776605
angola;2015;-14.746594429016113;13.716286659240723;26;-0.90607226
angola;2015;-17.984012603759766;20.77529525756836;26;0.4831727
angola;2015;-12.490434646606445;14.578186988830566;21;-1.117585
angola;2015;-9.177717208862305;15.23906135559082;25;-0.9640232
angola;2015;-14.732892990112305;14.075071334838867;26;-1.0912415
angola;2015;-11.1473388671875;14.43988037109375;22;-0.6967766
angola;2015;-10.736612319946289;13.758538246154785;26;1.699795
angola;2015;-5.554035186767578;12.257094383239746;24;2.1356509
angola;2015;-9.668644905090332;20.398780822753906;26;1.2906556
angola;2015;-12.386491775512695;16.939950942993164;25;1.4148844
angola;2015;-9.552645683288574;16.331424713134766;23;0.31435922
angola;2015;-6.290605068206787;14.242603302001953;24;0.659655
angola;2015;-15.814230918884277;11.839614868164062;26;1.8238338
angola;2015;-9.286520957946777;14.91976547241211;23;-0.2511464
angola;2015;-8.884637832641602;13.256952285766602;11;1.7319388
angola;2015;-13.81876277923584;14.67286205291748;22;0.3840468
angola;2015;-12.151270866394043;17.011972427368164;24;-0.9232133
angola;2015;-12.244321823120117;15.570530891418457;25;0.44834542
angola;2015;-5.583284854888916;12.17985725402832;25;1.7251197
angola;2015;-8.103137016296387;20.849830627441406;23;-0.054900497
angola;2015;-6.194851875305176;12.37716293334961;26;1.1285473
angola;2015;-9.661694526672363;20.402313232421875;26;1.2183663
angola;2015;-12.378419876098633;13.586159706115723;25;1.6076895
angola;2015;-14.884395599365234;13.51467514038086;24;1.0049901
angola;2015;-12.902993202209473;15.255636215209961;26;-0.21773246
angola;2015;-7.624651908874512;15.023037910461426;26;1.0548551
angola;2015;-6.156191825866699;12.380267143249512;20;1.0059988
angola;2015;-12.589898109436035;13.389089584350586;22;1.3759832
angola;2015;-14.684206008911133;17.69670867919922;26;0.0031853765
angola;2015;-8.884093284606934;13.197657585144043;24;1.624883
angola;2015;-12.776090621948242;15.750251770019531;22;1.1527327
angola;2015;-12.789575576782227;15.735142707824707;23;1.8046447
angola;2015;-11.787877082824707;19.89853286743164;26;1.6009378
angola;2015;-8.759272575378418;13.407792091369629;25;1.2079481
angola;2015;-8.924988746643066;13.332303047180176;23;1.6175588
angola;2015;-11.564515113830566;19.969816207885742;26;-1.0574473
angola;2015;-6.682383060455322;15.7805814743042;26;-1.0075281
angola;2015;-6.483017921447754;12.740917205810547;26;-0.5582332
angola;2015;-8.838488578796387;13.312723159790039;25;1.3443086
angola;2015;-8.35536003112793;15.29067325592041;26;-1.0166439
angola;2015;-8.201536178588867;15.379319190979004;21;0.06025449
angola;2015;-16.53083038330078;15.498525619506836;25;-1.0839068
angola;2015;-12.764324188232422;15.716718673706055;26;0.86524475
angola;2015;-8.777814865112305;18.011171340942383;23;-0.9176561
angola;2015;-8.631715774536133;17.596080780029297;23;-0.81496096
angola;2015;-9.544321060180664;16.352571487426758;25;1.5248591
angola;2015;-6.87962007522583;12.789409637451172;26;-0.77438253
angola;2015;-5.561585903167725;12.178046226501465;26;1.7025836
angola;2015;-8.187310218811035;15.370706558227539;25;0.22294398
angola;2015;-5.558468818664551;12.188053131103516;26;1.7694694
angola;2015;-8.50676155090332;14.590191841125488;23;-0.42960596
angola;2015;-6.117800235748291;15.705339431762695;26;-1.181698
angola;2015;-9.636136054992676;20.402053833007812;26;-0.80132776
angola;2015;-11.788726806640625;19.91628646850586;26;0.0028010746
angola;2015;-11.681726455688477;15.706836700439453;25;-0.8112724
angola;2015;-11.786199569702148;23.0469913482666;26;-1.0123348
angola;2015;-9.18770694732666;14.019221305847168;25;-0.67753404
angola;2015;-11.345720291137695;17.279817581176758;26;-1.3201885
angola;2015;-10.671992301940918;22.191444396972656;25;-1.1302025
angola;2015;-14.981837272644043;14.355599403381348;26;-0.8679177
angola;2015;-15.213960647583008;12.12470531463623;26;1.7782955
angola;2015;-8.926088333129883;13.23564624786377;26;1.3631077
angola;2015;-11.761382102966309;14.7279634475708;26;-1.1810675
angola;2015;-12.173636436462402;17.473934173583984;26;-1.0026572
angola;2015;-5.416250228881836;12.47972583770752;17;0.10967582
angola;2015;-17.37097930908203;15.872234344482422;20;0.8552396
angola;2015;-16.492412567138672;15.108074188232422;26;-1.3127238
angola;2015;-11.588236808776855;20.723548889160156;25;-0.73921365
angola;2015;-7.620948791503906;15.060354232788086;26;0.8436394
angola;2015;-12.403907775878906;16.91629409790039;24;-0.121426284
angola;2015;-8.94372844696045;13.167671203613281;24;0.9426082
angola;2015;-8.995648384094238;13.408028602600098;25;1.7710764
angola;2015;-14.676915168762207;17.720212936401367;26;-0.13595419
angola;2015;-10.587051391601562;14.519818305969238;25;-0.9690962
angola;2015;-9.039109230041504;14.696982383728027;23;-1.0771599
angola;2015;-8.838518142700195;13.299757957458496;26;1.8505234
angola;2015;-11.333579063415527;16.872665405273438;26;-1.1935971
angola;2015;-11.088294982910156;20.675661087036133;26;-0.58076066
angola;2015;-8.888359069824219;13.35178279876709;16;1.5657513
angola;2015;-5.55989408493042;12.23882007598877;25;0.8721669
angola;2015;-8.390212059020996;13.615745544433594;26;0.74619544
angola;2015;-8.527469635009766;17.819007873535156;26;-1.1824312
angola;2015;-7.861993789672852;13.114572525024414;26;0.3346678
angola;2015;-17.330894470214844;16.04701042175293;26;-0.7830686
angola;2015;-7.764591217041016;15.274649620056152;23;-0.66773456
angola;2015;-13.980712890625;12.44155502319336;26;-0.8500562
angola;2015;-7.523134231567383;16.523395538330078;26;-1.151663
angola;2015;-12.468289375305176;16.17978858947754;20;-0.66515756
angola;2015;-8.434663772583008;18.647106170654297;21;-0.03521751
angola;2015;-12.362520217895508;16.941282272338867;22;-0.101995744
angola;2015;-9.994641304016113;20.259191513061523;26;-1.1613904
angola;2015;-15.113606452941895;13.381175994873047;26;-0.87088966
angola;2015;-9.493849754333496;14.362298011779785;26;-0.57229495
angola;2015;-7.99409818649292;14.420851707458496;25;-1.0389037
angola;2015;-6.921937942504883;16.38800048828125;20;-0.5338601
angola;2015;-9.790881156921387;16.394363403320312;23;-0.18887386
angola;2015;-10.765317916870117;15.312278747558594;25;-1.2385918
angola;2015;-16.30937385559082;14.387039184570312;26;-1.1472284
angola;2015;-8.780739784240723;13.358384132385254;26;1.7103944
angola;2015;-11.501614570617676;16.685102462768555;26;-0.16290405
angola;2015;-8.898777961730957;13.258554458618164;26;2.0739849
angola;2015;-14.894492149353027;15.083480834960938;26;1.0872184
angola;2015;-9.150101661682129;14.758700370788574;25;0.87345135
angola;2015;-15.381534576416016;17.649757385253906;26;-1.2582124
angola;2015;-5.572842121124268;12.212000846862793;24;1.0710409
angola;2015;-14.939249992370605;13.555787086486816;24;0.67740375
angola;2015;-16.547090530395508;15.382307052612305;26;-1.1920514
angola;2015;-9.642946243286133;20.373783111572266;25;-0.30296922
angola;2015;-7.3639068603515625;20.85245132446289;20;1.2415401
angola;2015;-17.254236221313477;15.359871864318848;22;-0.7805077
angola;2015;-12.181217193603516;15.860889434814453;26;0.5678054
angola;2015;-8.843191146850586;13.212217330932617;18;2.0146182
angola;2015;-6.227982997894287;12.385969161987305;25;0.88620496
angola;2015;-8.233880996704102;14.543560981750488;21;-0.6021492
angola;2015;-6.15457010269165;12.383855819702148;23;1.0919927
angola;2015;-12.597102165222168;13.40528678894043;25;1.1443986
angola;2015;-11.54161262512207;15.005292892456055;25;-0.61960936
angola;2015;-16.293710708618164;22.000934600830078;23;-0.67324513
angola;2015;-15.113965034484863;13.140603065490723;24;-0.94122326
angola;2015;-6.4439377784729;16.248437881469727;19;-1.12534
angola;2015;-9.532541275024414;16.32986068725586;26;0.47332823
angola;2015;-14.182435035705566;14.97402286529541;26;-1.0903703
angola;2015;-14.640793800354004;17.6751708984375;26;0.1341467
angola;2015;-7.689136981964111;21.33889389038086;25;-0.59188
angola;2015;-9.664246559143066;20.376121520996094;25;0.40401828
angola;2015;-15.198494911193848;12.175938606262207;26;1.4049836
angola;2015;-9.657607078552246;18.54137420654297;25;-1.1544778
angola;2015;-8.080817222595215;14.297744750976562;25;-0.58517253
angola;2015;-8.88510513305664;13.228625297546387;24;0.8178804
angola;2015;-8.802194595336914;13.266554832458496;24;1.5660152
angola;2015;-10.592947006225586;21.985036849975586;26;-0.9399977
angola;2015;-7.1428680419921875;13.839425086975098;25;-0.9109553
angola;2015;-7.457489013671875;19.98883628845215;21;-1.2827404
angola;2015;-8.76953411102295;13.294507026672363;24;1.687586
angola;2015;-7.081742763519287;14.514718055725098;24;-0.8529066
angola;2015;-13.497627258300781;14.552619934082031;26;-1.1524901
angola;2015;-5.564441204071045;12.214253425598145;26;1.3609586
angola;2015;-8.5272855758667;18.968732833862305;25;-1.2788755
angola;2015;-16.751129150390625;14.958212852478027;25;-0.20783553
angola;2015;-11.476675033569336;16.69542121887207;26;-0.12336162
angola;2015;-8.436556816101074;15.565167427062988;25;-1.2238766
angola;2015;-9.29781436920166;14.902042388916016;23;1.3938751
angola;2015;-17.09007453918457;15.71550464630127;22;1.3134258
angola;2015;-9.22107219696045;18.746129989624023;26;-1.2688406
angola;2015;-9.236482620239258;17.094778060913086;25;0.040370055
angola;2015;-9.154759407043457;14.842508316040039;26;-0.96280044
angola;2015;-10.663813591003418;17.728919982910156;26;-0.5610952
angola;2015;-6.141358852386475;12.368963241577148;17;1.7354499
angola;2015;-14.520180702209473;16.510784149169922;26;-1.0428337
angola;2015;-13.297514915466309;15.690326690673828;26;-0.45165613
angola;2015;-6.205319881439209;14.35037899017334;19;-0.30846778
angola;2015;-14.645916938781738;16.87915802001953;26;-0.1582154
angola;2015;-11.447324752807617;20.157638549804688;26;0.8775068
angola;2015;-12.583879470825195;13.400635719299316;26;2.0016181
angola;2015;-14.994294166564941;15.580963134765625;23;-1.0606492
angola;2015;-9.280455589294434;14.920790672302246;25;0.7667747
angola;2015;-11.570980072021484;23.361530303955078;24;-1.1629225
angola;2015;-17.05008316040039;15.7560453414917;22;1.0052396
angola;2015;-5.5626301765441895;12.181034088134766;26;1.7495574
angola;2015;-8.842182159423828;13.372864723205566;24;0.6463421
angola;2015;-5.60128116607666;12.203131675720215;26;1.3613746
angola;2015;-11.781291007995605;19.901073455810547;25;0.47948185
angola;2015;-14.186294555664062;21.754833221435547;26;-1.0824481
angola;2015;-15.792962074279785;14.685476303100586;26;-0.7978358
angola;2015;-8.569210052490234;13.6599702835083;25;1.024959
angola;2015;-10.870292663574219;21.0284481048584;26;-1.2541077
angola;2015;-6.9489970207214355;15.233172416687012;26;-1.090341
angola;2015;-8.532459259033203;14.435203552246094;19;-0.3605697
angola;2015;-14.745956420898438;13.352692604064941;26;0.042974178
angola;2015;-10.579055786132812;13.933442115783691;26;-0.8492071
angola;2015;-10.859722137451172;14.366460800170898;25;1.9065574
angola;2015;-8.810091972351074;13.267938613891602;21;1.6945379
angola;2015;-6.273186206817627;14.222365379333496;20;0.6229263
angola;2015;-12.782798767089844;16.638174057006836;26;-0.920348
angola;2015;-17.066455841064453;15.72396183013916;25;0.31640047
angola;2015;-14.649835586547852;17.63334846496582;25;-0.6685024
angola;2015;-11.78704833984375;19.903804779052734;25;-0.15303394
angola;2015;-11.01978874206543;14.524774551391602;23;-0.9969595
angola;2015;-5.579874038696289;12.264396667480469;25;1.6314226
angola;2015;-9.650370597839355;20.398658752441406;26;1.1807758
angola;2015;-14.900836944580078;13.450358390808105;25;1.3108729
angola;2015;-11.679201126098633;20.72579002380371;26;-0.7962798
angola;2015;-6.2672648429870605;14.242674827575684;22;1.7071546
angola;2015;-8.815457344055176;13.28492546081543;26;1.6771495
angola;2015;-11.401012420654297;19.955278396606445;26;-1.0433683
angola;2015;-17.346311569213867;15.081268310546875;26;-1.0120856
angola;2015;-7.3825459480285645;20.829875946044922;24;0.96211463
angola;2015;-6.682822227478027;13.621432304382324;26;-0.6664086
angola;2015;-11.1837739944458;13.874359130859375;23;0.03669615
angola;2015;-9.291029930114746;14.910761833190918;26;0.26305342
angola;2015;-14.904590606689453;15.036638259887695;26;-0.6766193
angola;2015;-6.09309196472168;14.634227752685547;19;0.279727
angola;2015;-6.2472429275512695;14.233357429504395;20;0.55944157
angola;2015;-5.460453987121582;12.263045310974121;21;0.038967505
angola;2015;-14.672682762145996;17.70122528076172;26;0.8799954
angola;2015;-11.210641860961914;13.860286712646484;23;-0.2133153
angola;2015;-9.657062530517578;20.427898406982422;25;0.87744457
angola;2015;-14.683032035827637;17.691598892211914;25;1.0248312
angola;2015;-5.583677768707275;12.185291290283203;24;1.7537515
angola;2015;-12.517671585083008;17.1666202545166;25;-1.117282
angola;2015;-11.239585876464844;15.056221961975098;25;-0.4109074
angola;2015;-14.725968360900879;13.334795951843262;23;0.27476254
angola;2015;-14.928041458129883;13.495626449584961;26;1.4293553
angola;2015;-8.107091903686523;14.30046272277832;26;-0.7395341
angola;2015;-6.194052219390869;12.385102272033691;24;1.0694249
angola;2015;-7.507942199707031;20.879314422607422;24;-1.0749638
angola;2015;-9.29185676574707;14.903078079223633;25;1.1436155
angola;2015;-8.952980995178223;14.735918045043945;25;-0.7844407
angola;2015;-15.184337615966797;17.67908477783203;26;-0.8618692
angola;2015;-9.151662826538086;18.049514770507812;23;-0.46507725
angola;2015;-14.91479206085205;13.500417709350586;24;1.6008662
